age,float,dollar
46,290864221074.2272,$6088.73
22,-217885942847.8976,$874.73
39,-93912093949.952,$9523.54
39,358524344965.5296,$922.60
39,718451750050.2017,$9437.78
22,496503922832.1792,$7846.43
55,-164416351895.552,$631.47
32,164036154595.7376,$6864.79
18,814721189229.3632,$8308.52
35,-231899435892.736,$8311.22
50,866553724875.5712,$752.55
51,-97498557317.12,$730.27
26,-348936931482.0096,$2122.77
35,-271865387522.4576,$1368.49
51,-242123246508.4416,$8440.07
55,-585404933314.9696,$6977.67
56,-11772063278.6944,$5083.08
56,399596218797.2608,$1424.50
56,-156785608910.4384,$3735.44
56,-743262051001.9584,$7528.58
22,-206388738182.3488,$8410.45
29,874861742260.224,$9120.23
56,-606594639750.7584,$4870.59
55,528690204744.0896,$9945.76
59,-630336924522.9056,$5420.76
30,-446163515867.136,$2949.10
28,205502307683.5328,$9944.53
23,326342700695.552,$5340.66
49,-272944921680.2816,$8986.43
51,-723314274205.696,$6686.21
45,803410114772.992,$6024.39
60,555554486983.0656,$9953.60
36,-641855856522.0352,$2801.84
62,-70711106338.816,$8440.09
40,378282254847.1808,$5082.26
57,-40671573652.2752,$3722.24
23,254900144229.5808,$6466.32
61,556681210835.7632,$8833.86
26,-655306445029.376,$3086.74
51,226689998336.8192,$8030.30
58,-321873850977.4848,$3468.29
60,470723994845.184,$3001.20
32,488333627935.9488,$4022.36
38,143517764550.656,$8628.91
51,823243644600.32,$2516.24
21,-549932651616.6656,$1335.99
49,-528397830298.0096,$3210.66
62,802798469906.432,$8394.52
56,-379482374825.5744,$4192.05
26,-128552751700.3776,$8869.54
47,121697949083.2384,$7014.00
24,97720291714.6624,$1442.72
34,762820779678.1056,$274.95
53,-186653999313.7152,$3474.40
48,-10443624022.016,$9229.77
34,520151019972.1984,$9298.38
24,-847835977220.096,$7350.50
20,569496992690.9952,$4746.45
59,-495219892027.392,$36.79
37,621672798565.1711,$7240.40
51,-438099870797.0048,$3690.20
37,-698713918721.2288,$4180.39
57,-878605788145.2544,$5765.60
55,790701453344.768,$7057.75
34,-98555952680.1408,$9681.88
33,817823324569.6,$9080.56
21,789616745512.96,$6636.25
59,-853223933581.7216,$7996.71
52,-753376061449.8304,$2106.03
33,545764512523.8784,$4456.26
28,826271460229.12,$2833.69
65,181278141841.408,$2560.81
30,745408936961.6384,$5403.06
36,415431064865.9968,$3646.71
64,-87031925859.9424,$5599.89
40,-778755732878.1312,$9272.49
31,-60930910479.9744,$3140.27
50,472723231237.7344,$1956.21
33,389520568195.4816,$1010.27
37,685523050745.0367,$3561.42
28,-155799696231.6288,$6797.23
45,-128490756531.8144,$3317.89
25,-870108546413.3632,$9633.37
32,-794129853946.2656,$7188.08
33,419138208425.5744,$9302.54
39,363443212464.9472,$690.46
34,-233142988308.48,$7128.19
36,825028725283.2256,$8537.66
61,128387684027.5968,$7240.88
29,788888202877.3376,$6497.42
60,621117155626.1888,$9344.83
50,-368895071564.5952,$8457.93
21,-270898992617.8816,$3189.94
50,-680690095174.4512,$5957.75
45,443556198088.704,$709.05
55,896017774726.3488,$5442.71
54,788466461835.264,$1488.75
53,485930272030.72,$9854.09
54,-680720495070.4128,$8731.60
58,82609125405.4912,$5033.89
62,753575084110.6432,$3952.27
23,359189221841.3056,$4677.03
29,-68585061875.712,$6878.87
47,143530570180.1984,$8904.65
23,-186299897295.6672,$1321.94
62,-442547033446.8096,$1732.96
55,-836309299180.3392,$6727.36
39,739827905881.7024,$8452.15
25,-495720982170.8288,$9633.00
38,237144229334.2208,$4416.72
48,127075489729.7408,$3048.29
51,-509332319895.552,$2366.20
37,-874901917820.5184,$652.41
26,-302065671523.5328,$9579.11
60,-821311493583.6672,$9747.00
26,537159012450.304,$4776.03
64,-169554118023.5776,$7597.81
59,342738744220.0576,$5677.43
23,-205702420863.3856,$665.21
50,-93686708830.208,$4557.96
40,613947758398.6688,$2349.31
42,-560495341862.912,$6491.32
59,-474810048053.248,$2040.84
62,-295270798799.6672,$342.82
41,-838496143854.7968,$4676.77
26,-475357656802.9184,$3669.41
56,859009902549.4016,$7410.56
44,-637090902363.3408,$8211.49
37,232626653128.2944,$3500.15
30,176240425382.7072,$2074.50
50,772714423910.4,$1548.96
34,-725425581142.8352,$3756.94
56,-97574502321.3568,$2952.75
60,-409394885112.6272,$2126.96
30,-533526169308.3648,$1225.12
58,848162163209.0112,$4005.65
64,831120949326.6432,$5275.72
57,-705265030240.6656,$8653.98
64,-768005789607.5264,$5621.38
40,429581699068.7232,$7719.74
48,-603484861969.2032,$3569.03
59,-889310755474.6368,$81.30
58,-56834767034.7776,$2779.44
52,-19725009341.6448,$1101.93
21,-625612964233.216,$5031.22
27,-495550747115.52,$976.53
46,118569969280.6144,$7353.46
24,886679546101.76,$2521.42
21,-121438917676.2368,$4226.87
40,828772171802.2144,$155.37
53,236807169192.7552,$6131.48
57,828121869713.408,$2650.97
59,-814596372614.3488,$159.97
33,-743988783795.4048,$2691.26
57,-353385477413.2736,$6050.62
37,53171667442.0736,$9137.83
44,-352221077386.0352,$5528.37
61,-645980160524.288,$1032.26
54,-257530897681.6128,$7201.81
42,183406406349.6192,$4421.91
60,733352406338.7648,$4351.39
49,-511820464075.5712,$8366.11
49,-802934132152.7296,$6911.10
38,-416592094769.9712,$7846.94
39,395397863099.5968,$6501.59
22,641659243488.8704,$3071.69
26,-327923186584.7808,$243.80
65,629783187056.2303,$5344.62
53,891525088778.6497,$2893.60
57,-158904596876.4928,$7097.91
41,155713199197.3888,$5108.54
63,323118074062.4384,$9886.28
37,656865876351.3856,$9389.36
48,-518424011944.7552,$2946.21
18,-203526481379.328,$9005.89
51,623462919543.1936,$8954.04
19,-19350206336.2048,$7579.75
48,-756295355334.656,$5201.07
51,134756283344.4864,$6307.58
24,-10086816677.888,$3031.09
52,-241755553267.712,$9552.15
43,-643688895715.7375,$4574.38
62,-174437782729.5232,$9736.48
38,-82231542834.7904,$6038.01
28,189858638410.5472,$4634.19
43,-343023898171.8016,$7671.16
51,-171804322273.6896,$8803.36
27,-116282114441.216,$3296.59
63,-216103786014.3104,$5304.40
23,-127235370726.1952,$9916.06
45,593024042559.0784,$3364.34
64,703213903596.7488,$1225.79
46,376804148563.1488,$6669.26
62,-117853356503.8592,$1815.79
25,-432843324496.2816,$6276.37
30,8440007937.2288,$4212.80
35,-175995791763.0464,$3088.86
37,823288040469.2992,$5495.79
58,-805061141305.7535,$674.71
51,865737477665.5872,$3592.48
41,264060508359.8848,$5695.80
64,-274428289718.6816,$3721.51
19,138661659358.0032,$5995.08
32,148078314337.0752,$2958.75
32,-823681125607.0144,$6931.45
18,-710200403165.184,$2694.67
59,-72611201967.7184,$9059.95
47,149632267898.0608,$6511.32
51,802267162319.2576,$2445.38
28,-353548485263.36,$6560.73
26,-846730953438.0032,$9132.50
33,-734936853328.6912,$7123.01
38,490400975631.1552,$7144.96
25,253703048344.3712,$4168.08
51,-777164261267.8656,$4716.10
60,-370324327209.3696,$4787.87
29,-495047197012.7872,$4422.92
58,-634626434609.9712,$6209.69
45,519328577355.776,$290.78
45,580114611542.4257,$6899.57
47,126053922530.9184,$9263.03
41,480281061700.4032,$8504.61
35,-699446438815.3344,$4136.91
26,153303488921.6,$3760.49
29,805959462236.9792,$2554.89
52,-63679031463.1168,$9353.83
25,860812385819.0336,$1890.21
36,-623533302900.3264,$7719.59
32,-157488158185.8816,$7381.16
60,2409831491.1744,$5188.85
37,-245991976049.0496,$6953.14
49,146505306053.0176,$5010.11
48,-712343328443.5968,$6984.00
18,-835167964889.088,$4890.63
50,-311514135684.7104,$9495.95
49,-832991996044.9023,$7738.97
25,-780714614194.176,$5872.76
28,-15296570903.7568,$5603.60
52,180301303539.3024,$107.33
35,518934376113.7664,$6050.42
20,127403514082.0992,$9609.88
57,-633570441402.7776,$8533.74
58,592224141810.0736,$2016.51
48,-212767377404.7232,$3826.96
22,24159083246.3872,$6679.12
25,401975701562.9824,$1441.47
25,182576233211.4944,$1468.14
20,-856679090487.296,$1795.86
35,719177222455.296,$7417.55
45,-808733041806.5408,$8493.43
18,-881546628169.728,$583.06
63,818805204005.6832,$5721.12
24,-563674157888.3073,$638.77
27,-686000873406.464,$8167.54
26,-822741755022.5408,$8415.59
53,97401890773.4016,$219.00
51,304434048611.1232,$902.25
64,-180201399412.3264,$965.48
59,-109686812573.696,$2338.58
35,-844927278986.0352,$7823.12
52,112522828133.1712,$1928.30
23,75912736617.2672,$9785.21
22,271616216504.7296,$8305.23
28,-534321770476.3392,$3867.17
42,182021100299.8784,$1040.89
62,-423068176062.8736,$9981.30
58,717699878695.7312,$7752.07
24,6918743103.8976,$3579.62
29,-561292817465.344,$3437.76
50,-787136357439.8976,$6431.36
59,530325927519.8464,$2012.38
18,-227221105855.6928,$7449.45
31,-374591052998.2464,$7798.70
56,-804847572379.2384,$4136.01
49,663644747805.4912,$2557.54
19,325565680713.728,$1777.52
48,-293143797196.3904,$7123.37
56,723579403711.2832,$568.09
20,-400008626674.0736,$5248.64
33,-848686029262.0288,$6139.18
55,498297740250.3168,$2424.32
46,-611854204272.64,$4305.66
18,261586557704.6016,$6696.77
31,-291173779164.3648,$583.67
47,-468203824218.112,$7902.05
18,-323210728754.3808,$6166.47
57,-43312736947.4048,$9883.29
23,-370675122438.144,$910.20
24,-445607217358.4384,$3768.54
61,28119027574.3744,$3222.25
55,-306344378761.216,$9039.54
50,234225333069.4144,$1705.05
35,-171846786665.6768,$3429.08
24,350870259420.3648,$8156.12
65,-808423200181.4528,$5241.52
19,812125054723.6864,$7143.11
48,275492790652.1088,$7585.33
20,-312087377084.416,$1411.91
37,-806131869941.76,$3521.38
54,766741500133.376,$9494.20
45,-589926859433.5743,$2432.07
39,637019748931.9937,$8586.30
62,670348056775.8848,$4428.46
37,639697580090.9824,$3431.50
45,-680004748417.4336,$7313.24
19,599152291479.552,$17.58
44,869120517708.1855,$272.75
53,52947871963.5456,$3350.58
29,635864069282.2017,$9641.96
30,-524583852362.9568,$253.65
50,437034312898.9696,$3940.89
26,711802649522.9952,$608.17
63,-490105597224.5504,$5690.37
61,-834764751346.0736,$6064.47
51,105537182944.4608,$3672.15
34,-239795336065.8432,$3580.38
65,-713219644378.3168,$9172.21
58,-166202479476.736,$367.22
51,69046994416.4352,$3484.80
24,833203843209.6256,$9220.91
61,-640654166615.6544,$531.08
23,-759620973677.7728,$3426.16
62,-745103498097.4592,$820.11
27,542877611248.8448,$9580.29
64,217541592167.2192,$1092.73
48,164198009851.0848,$4257.43
37,-859930224282.8289,$2890.88
30,620969510253.3632,$7037.84
59,-463742947871.9488,$767.37
40,114987883508.5312,$6979.68
21,65908617773.056,$1258.06
61,-348254889836.544,$1302.61
64,-737601566382.4896,$4687.00
45,-897066199311.9744,$2782.06
19,310447107263.6928,$3843.18
21,76076326636.7488,$8428.58
50,337543962820.608,$9934.18
25,-623687261120.1024,$6793.25
61,341103315465.0112,$1396.05
35,-481271115834.9824,$8349.82
44,856333278930.5344,$3804.16
25,333695879741.44,$9656.61
63,395285364316.5696,$6676.55
60,-863129475796.1729,$8605.86
50,-310192629193.1136,$394.89
23,-606284086352.2816,$6030.17
22,-107262566937.3952,$7409.09
40,565854568919.8593,$3465.66
18,-206088158838.784,$8483.09
43,-509828265725.1328,$7212.99
42,456831250779.3408,$3486.96
40,-618767701560.5248,$4.37
19,209545064769.1264,$2947.30
62,819316159152.128,$2935.30
63,-722675026205.0815,$959.57
21,133214008822.9888,$1126.51
40,493365536961.3312,$6390.82
25,822355764550.0416,$9296.19
65,-178855095356.6208,$7923.09
61,-375304590930.7392,$5152.96
61,-144597145196.9536,$715.85
29,-732157163077.632,$2700.97
62,-173351426116.8128,$5838.59
35,-358876502084.8128,$8617.30
65,193982271743.5904,$9196.14
51,-795484214840.5248,$507.72
23,252387610171.8016,$2944.20
55,311637500231.68,$8788.82
43,-478565859380.4288,$2416.86
32,404943351578.624,$120.85
56,570363173090.0992,$486.32
55,80055084934.7584,$9159.50
59,286467439565.2096,$5274.75
34,850996872242.7904,$9528.81
24,89360380723.2,$2954.45
25,-280716630609.1008,$3973.62
41,26448231609.1392,$682.64
53,-560085485800.6528,$4492.18
40,626644187139.2769,$6464.57
58,696715095887.0529,$7693.12
44,300506079140.2496,$892.97
55,881860988318.5153,$6713.69
59,315033925976.064,$8864.04
22,335580750466.2528,$1778.27
41,156483407210.0864,$2972.43
30,-652769794981.888,$9238.87
27,-177107360337.1008,$2369.55
19,714986367850.9056,$6678.21
23,4576354343.3216,$9126.79
40,-393070150208.7168,$9326.07
49,497995712613.5808,$7234.14
57,835348051525.632,$8357.91
33,-719214771122.9952,$5251.52
49,566248794908.2625,$1859.26
23,465621689460.3264,$1079.40
58,-137008773490.2784,$3603.93
38,-137876401343.6928,$7123.43
25,-643136994515.3536,$6555.06
36,163252334388.8384,$414.87
46,419791408778.4448,$2677.51
49,-85394835321.6512,$2137.96
45,-795763157028.0448,$9461.90
43,168840676140.6464,$171.02
33,681861031185.6128,$3130.92
50,-248549555673.4976,$2854.43
41,-663073301148.4672,$517.21
22,-211869958668.288,$7253.89
48,270543859639.9104,$7174.11
23,-182007793870.4384,$4923.93
47,758443889655.808,$2067.19
40,-35207272569.2416,$9989.95
30,-58447845182.6688,$7628.90
61,569330547608.7808,$8846.54
58,-868327296807.7312,$5647.63
50,532760510437.7856,$6256.29
36,51361510273.8432,$9462.29
61,605175820792.6272,$548.94
63,-391388498965.2992,$3126.59
33,841519367979.008,$2446.03
36,790457929957.376,$3670.06
54,339861019243.3152,$6565.92
47,-869344363937.792,$6258.32
45,-896265076762.2144,$7200.55
56,-695343745964.4417,$4911.14
61,354445152799.9488,$4659.22
35,288360357062.2464,$4526.70
54,-513275411929.4976,$7789.16
35,-259841368208.1792,$9888.61
64,-597846277488.64,$6908.54
62,-641771051470.0288,$1474.67
56,-776939899977.728,$6523.29
35,605174013886.464,$6232.04
61,681044535672.832,$2260.37
34,173266180243.456,$7010.91
22,783512219156.48,$9328.55
23,-401221014152.8064,$1517.09
64,-460169028829.184,$7546.29
21,14838349902.6432,$8783.03
37,-817612381696.8192,$467.04
56,649627924483.2769,$1312.67
58,173219169645.3632,$557.62
54,489462273199.3088,$4160.38
52,-112509959169.6384,$8201.08
38,-84055685909.7088,$524.67
65,-813893878284.288,$7866.40
44,814906048144.9984,$2069.45
47,-468847338245.3248,$7145.21
54,-819291339777.6384,$2513.46
25,-41877648703.488,$9082.42
21,-269347584160.5632,$2772.71
31,-617369366324.8384,$136.46
59,-135254729398.6816,$4793.78
28,-467588866690.2528,$6016.60
44,-608216178229.248,$1741.40
44,687769882774.7328,$792.54
63,117800616067.072,$1717.61
22,-607025888860.5696,$365.52
58,578399798453.8624,$2597.51
58,-700386173884.8256,$5453.06
30,572080465012.3264,$1952.01
56,-844380006200.1152,$5284.47
47,176667238177.1776,$9641.84
24,-380877957758.976,$6617.45
32,379331394142.208,$2726.23
19,-755388586236.3136,$7665.11
41,123972881272.0128,$1549.99
34,651939464976.7936,$3439.76
24,-577059622695.7312,$2406.23
33,-310503768955.2896,$2958.01
58,-852564758023.3728,$3824.78
58,175514594364.6208,$3073.93
59,538312999698.432,$2796.60
23,719598802016.6656,$9720.24
20,495016274506.5472,$6489.32
49,-275846592357.9904,$6313.29
26,-178261176457.6256,$8230.54
62,-879649380053.8112,$8933.77
37,-109894033840.5376,$9827.81
47,321325207493.0176,$701.44
25,412490555352.6784,$6617.15
64,-747412670067.5072,$9406.58
43,-78247704395.776,$1488.50
24,636497800514.7648,$7792.90
28,-137364590139.8016,$394.73
53,-82732732383.232,$7377.65
20,-747394024708.5056,$9553.69
35,-593309141984.8704,$7576.95
38,-807132484914.3809,$9834.60
46,316033702087.8848,$5660.18
40,781083612282.88,$1265.99
44,-66760852950.2208,$9179.06
52,332671952407.7568,$7690.08
22,519016670874.8288,$7596.04
20,-216605839589.376,$2460.10
34,351088734424.2688,$2258.35
35,130543350343.2704,$6572.49
23,-678668596674.56,$8427.17
19,150526303089.4592,$4109.90
28,-779990080474.3168,$5419.89
20,30054837282.4064,$7711.25
26,201346509491.4048,$8813.00
37,534155645838.9504,$1504.86
26,-528886535500.5952,$1861.50
29,-471911611183.9232,$7117.14
32,31152995408.2816,$9693.87
42,595125166984.3969,$2767.09
21,-762375213731.0208,$6155.50
33,-576639015793.4592,$9848.67
38,-809982553908.8384,$9047.10
20,-36509404731.8016,$8799.67
65,722018604207.3088,$2090.16
36,-6364202847.4368,$4126.24
33,114784939173.4784,$4524.32
24,-142430030528.512,$8982.91
64,-763483313615.6672,$1482.87
51,-270849950298.9312,$4662.06
55,-676462204026.88,$3284.14
56,-230102713499.648,$7580.33
42,-275206322624.9216,$5932.16
32,699198037452.3904,$9643.41
38,82850659434.496,$318.70
58,642008892414.3616,$8809.05
54,488856616121.1392,$6280.18
44,-424675484526.1824,$2065.32
58,102129761412.7104,$3799.32
22,386729608688.4352,$9847.51
36,384575866719.4368,$6307.54
54,849601134959.0016,$7144.73
39,-40220873457.664,$8641.93
40,183554206911.6928,$4760.89
49,-864079089709.8752,$8189.99
32,-779272620028.7231,$5997.99
20,-576395356091.1873,$2257.15
43,-37654070978.1504,$9765.58
40,738290244675.1744,$9293.10
36,356344242215.3216,$4028.32
63,496945502932.1728,$4794.25
65,787370812742.0416,$5457.88
61,-114354934933.0944,$8038.01
62,-99367478362.112,$9130.72
38,-151568650967.4496,$8818.78
20,-370335747460.3008,$3019.18
30,-23953994363.6992,$5259.69
50,-858633577850.4705,$1590.91
34,-69312258139.7504,$8061.63
50,-240662209783.3984,$1564.72
56,-15089847500.8,$1871.98
52,702256281078.9888,$4443.87
40,305721782986.3424,$4538.97
65,-142638947971.8912,$2037.15
61,-799754301525.1968,$8485.55
62,3088623389.9008,$5065.76
44,419657152462.848,$8088.17
50,-463091664316.0064,$5774.18
60,284601536321.9456,$4179.76
33,284064642341.2736,$6751.01
64,-757946135661.7728,$7885.54
48,-614695705981.7472,$2926.67
49,549355003261.7472,$5275.31
30,-738302463941.0176,$2300.61
19,771358543419.8016,$7802.84
36,32513033712.4352,$9005.46
53,-540055190686.9248,$8612.07
49,160206296606.3104,$2591.96
59,-484219007742.7712,$226.93
30,496863441793.8432,$431.43
22,268482821016.7808,$8220.24
52,-38542075179.8272,$4039.09
27,-409187793449.7792,$8943.64
51,558301185258.2913,$6981.88
28,821654853989.1711,$3914.72
26,-500601343862.3744,$8113.38
26,227711492554.752,$6988.73
34,-421254776697.6512,$8951.29
44,754892543937.7408,$9806.71
20,-210312242816.6144,$2205.82
46,432737305912.9344,$3187.14
36,-619962025430.2208,$1614.56
63,299686526399.2832,$1228.11
30,-720065911167.3856,$2564.68
58,-43458635812.0448,$4386.72
63,-557545022291.968,$3831.49
40,-84837372054.7328,$6147.44
25,-847150541963.264,$2077.77
27,869093393144.2177,$5908.16
26,-401716497350.656,$7353.40
22,-216558319802.7776,$7865.18
21,-575678066773.1968,$1548.08
62,779325531593.1136,$9109.30
20,188053171313.0496,$5787.89
61,886406024213.2992,$3178.93
31,331070228240.7936,$5558.88
45,-227158749976.9856,$5502.83
20,115512921869.5168,$8685.06
42,-501619374004.6336,$8058.69
49,-325928490106.88,$331.81
32,-131566137245.696,$7911.34
57,-505522048466.944,$1980.29
47,-64225043021.824,$8491.77
55,-297461160398.0288,$5639.63
34,-562921999224.0128,$7658.41
36,-193969347415.2448,$5747.75
41,-120068952293.376,$9440.37
57,-606733696027.8528,$8729.83
42,-722527866532.6592,$3909.18
41,-544605793261.9776,$7528.95
54,172280317476.864,$9158.52
18,-31052326240.256,$7712.86
48,38089999672.9344,$5264.58
63,516402196774.912,$7909.26
27,623620784757.1456,$1853.60
51,299501791635.0464,$7362.34
46,-829243749983.8464,$7698.15
63,-145456269518.4384,$4585.79
38,197934565661.0816,$1652.26
61,296212453182.6688,$9278.26
34,521871965133.2096,$6772.89
22,-840089416918.6304,$4612.05
49,-513269616659.6608,$3117.93
40,-548889275295.3344,$4550.65
42,-825018036099.4816,$1054.81
60,387510942092.4928,$2087.63
34,-691428287682.9696,$6914.33
38,-636748473093.3248,$4732.05
38,-423346680365.056,$9752.92
49,288262029574.144,$5218.80
57,858581564705.9968,$175.93
32,334649252590.3872,$1588.12
64,-229708640603.3408,$7272.50
24,322655326987.8784,$1705.92
64,-109566046817.4848,$6495.40
59,546735944787.5584,$5769.06
41,-455548206055.424,$7674.33
24,-225223512372.0192,$3050.54
35,-342840412890.7264,$191.06
39,-752625111164.5184,$7910.95
50,-311580221138.5344,$2075.54
27,655977307596.3904,$3774.16
49,-361501003087.872,$8525.82
53,359698859137.4336,$970.68
40,708120410482.2784,$7636.64
52,860048052348.5184,$3058.59
56,230756290501.0176,$2274.41
27,229925587202.8672,$2500.87
49,-841703184610.0992,$3187.87
25,-897840203589.2224,$7109.51
51,726647977908.6335,$6436.43
63,-272787776628.3264,$687.78
51,851128439170.6624,$7174.94
34,240809235657.5232,$5491.79
61,439645554868.224,$414.53
63,-195616947621.0688,$161.49
26,-592080055304.192,$9081.77
46,-262742462169.088,$3018.49
51,304731566951.6288,$5163.67
19,827352108394.0864,$240.11
21,663146457779.4048,$5326.72
30,-323843008338.3296,$1614.45
32,-127377394473.3696,$5689.99
24,-521677805767.8848,$4603.84
37,149204327255.2448,$9710.14
29,-210389755232.256,$5096.69
39,192238750741.2992,$5463.08
59,284883204807.0656,$1187.68
37,287796902651.4944,$9511.09
58,329243054781.2352,$9226.23
26,857991019705.1392,$9489.65
55,-343672318695.8336,$8047.33
48,502490320391.3728,$1090.61
47,-526801960540.5696,$5185.29
31,-245114294868.3776,$7116.96
30,-327799110683.8528,$4198.97
31,715700414133.0432,$4146.17
22,495052026753.8432,$7779.38
28,686532797556.3264,$5680.07
47,405201602006.2208,$3039.04
29,-744226530367.8976,$3073.45
46,-158141470946.0992,$9985.37
45,9465474161.0496,$5407.68
56,-349966474569.3184,$1832.33
25,686840349091.4304,$974.76
52,-280072247102.6688,$827.14
29,-68683471572.1728,$8830.41
31,-826052225636.7616,$430.49
46,182368930155.7248,$2911.55
60,-658560055980.8512,$7138.07
24,113531516721.5616,$9291.09
27,401371629931.7248,$2983.93
31,-770137147834.368,$8255.75
46,-537556715936.1536,$3642.08
29,-548767452993.9456,$6347.57
56,-249548929551.5648,$2087.19
56,757040785077.0432,$8585.14
27,-822089062180.4543,$4335.08
52,699803841331.2,$839.49
25,488839854004.6336,$2754.71
64,-783275792531.456,$6230.17
47,-494551630767.7184,$2862.97
23,583599652025.1392,$791.85
43,-238944695143.6288,$2935.07
50,817645522989.8752,$6140.98
50,-190679106348.6464,$7212.98
35,330024331562.1888,$4107.99
43,-74416108706.2016,$6409.91
61,-30858465509.376,$7904.06
65,-598436805712.2816,$2288.71
55,-890323500374.4257,$7370.02
18,-568359187906.56,$258.18
50,87162578429.5424,$7130.90
24,424355345045.9136,$9595.35
46,-893507304266.1376,$6117.35
63,-525779945809.5104,$800.01
48,267424237826.8672,$5591.06
54,-463964072837.12,$1796.53
28,185158195163.9552,$2457.33
60,-355673042426.2656,$8427.58
22,-3067935824.2816,$5783.79
48,763677067811.2256,$727.90
54,-143754274222.8992,$2320.03
49,-879962384184.1152,$8574.41
44,-453154315436.032,$4890.75
52,315562195209.4208,$6893.57
32,-1047349166.08,$3587.25
57,427032841499.4432,$5115.46
24,-68809901316.5056,$2227.74
33,-378577056536.9856,$8312.28
58,-94937883135.1808,$6130.99
18,322428598432.5632,$2814.54
44,411787195737.7024,$7536.30
46,85924567528.2432,$4634.70
30,160687021306.6752,$6425.72
29,609241144072.6016,$1373.97
43,476923547772.5184,$9767.52
49,221468060496.6912,$2645.46
37,29281941140.2752,$2899.89
19,-560493438068.3264,$8359.49
29,-371273873594.7776,$8370.95
18,-193383185881.4976,$5353.39
60,-670352181035.008,$6324.57
39,592308455289.6512,$3141.48
34,119014125941.5552,$4004.54
61,83499752724.8896,$3480.11
39,-277298855018.496,$3803.42
31,612902372166.8608,$193.83
41,273752601604.9152,$3824.75
53,-750962257113.9072,$8632.69
33,797329631005.9008,$5240.44
55,-598735745921.8431,$4452.28
50,880168053977.9072,$8920.58
27,-211371005942.1696,$1343.36
48,-510605845227.1104,$503.85
27,598003535367.3728,$1517.01
45,248950686325.1456,$3851.50
52,-220014157443.8912,$7003.07
22,468005054893.2608,$4080.30
51,425049059019.9808,$6473.96
28,388025369283.7888,$4650.19
52,-330260753992.9088,$3106.40
48,827664825633.9968,$4596.09
60,153181542468.8128,$8568.84
50,-552895570457.3951,$95.02
28,-130089279605.9648,$5691.08
47,-375181491463.7824,$2857.57
18,-17614275765.8624,$8488.87
19,512819299405.0048,$2723.64
24,-133652428514.9184,$9879.48
62,-815189900604.2112,$1826.40
61,-865870317145.2928,$8978.86
37,-222765913210.88,$8595.54
22,297804976724.3776,$2797.90
62,328809885519.0528,$56.99
49,843669698301.1328,$6389.36
40,245259153545.6256,$8360.49
35,407829254609.3056,$1655.34
51,-469582728082.2272,$6585.63
19,192482805547.008,$5640.52
63,-551333838559.6416,$7521.43
23,319364482780.3648,$4193.20
30,-584266506095.8208,$6593.66
60,506798487162.0608,$9345.59
60,262367055183.872,$9372.71
60,512478352402.0224,$4509.43
28,576284423880.704,$8516.72
53,-161491676718.6944,$8262.83
30,46610445972.2752,$996.60
50,-102927227787.6736,$3497.52
30,847219120930.816,$4911.76
56,601472363187.4048,$2382.20
24,-761242363258.4705,$7192.77
38,16341600619.7248,$3367.32
50,-789785199666.7904,$3536.15
46,298543149901.4144,$4584.99
49,664553606086.656,$5573.44
21,-824460301461.0944,$7671.75
28,884184621829.3248,$4031.20
54,-671900810346.496,$5400.27
21,68196598441.5744,$9307.37
25,-275995872251.0848,$4171.99
28,805719228022.784,$863.50
51,-75822033115.5456,$8884.11
39,57365965570.048,$153.41
19,-584117331060.3264,$7723.96
25,-654231801849.4464,$9571.10
61,-422623351668.736,$9645.11
23,139714463216.4352,$3929.20
65,484033608600.7808,$9397.04
41,316074633461.76,$3572.30
21,6591774038.4256,$1275.91
26,508934061083.8528,$7591.19
55,186775411412.1728,$8271.10
23,385640424275.968,$5158.42
56,-699026983249.5104,$2037.31
29,279997924874.6496,$7484.68
37,877670378242.048,$1372.44
58,588872201692.7744,$6892.95
44,-619355503067.136,$8351.71
63,-824973444775.936,$8388.34
52,30391787952.5376,$5795.68
50,837042783125.504,$6147.32
20,851180600793.4976,$7793.28
49,893861079547.904,$7595.60
25,-545365943753.1136,$4673.71
58,-143454266562.9696,$7896.79
42,832846614757.376,$2047.39
45,-687224703785.3696,$4730.80
35,591401395106.6112,$5037.44
53,184214436498.6368,$1211.50
23,422007445389.312,$8605.35
41,35092035325.1328,$6977.49
37,-801562717218.4064,$5667.15
20,318360225054.72,$7335.15
43,888613056911.7697,$8491.64
51,114121240058.2656,$6824.83
57,717189931021.1072,$2411.63
50,-84920056466.6368,$2409.10
22,-608578800556.4417,$2583.90
27,-217481798169.3952,$6057.37
30,791938356949.8112,$8320.36
63,738809417721.4464,$4279.30
24,-699792145095.0656,$7897.39
41,132802049317.2736,$6755.63
35,639643998276.8127,$4061.88
65,-885230661533.696,$3368.44
47,16762397943.3984,$2462.85
47,-773625981645.6191,$3178.85
33,-473509183409.3568,$7577.88
62,51133200465.92,$5740.08
54,-516523405869.056,$905.51
56,-742274991600.4352,$3646.94
64,522272762337.6896,$1483.04
56,740516943626.24,$1010.82
25,-449066935989.0432,$7012.34
24,534436856725.504,$7870.75
46,-380974084495.7696,$751.12
30,-213311456647.5776,$35.07
46,-194839040124.5184,$9571.07
52,-297311820106.9568,$2642.90
25,692938812162.048,$8828.80
48,-97414356664.32,$3595.88
65,-262069839672.1152,$3377.25
45,110960520357.4784,$8045.73
37,171111244994.9696,$96.73
